Country,Year,Region,Income_Group,Maternal_Mortality_Ratio,Antenatal_Care_Coverage,Skilled_Birth_Attendance,Adolescent_Birth_Rate,Health_Expenditure_PCT_GDP
South Sudan,2013,MENA,Lower-middle,367.5,45.6,81.4,97.3,11.9
South Sudan,2014,MENA,Lower-middle,359.5,46.2,79.2,99.0,12.27
South Sudan,2015,MENA,Lower-middle,376.4,44.7,84.9,101.8,11.38
South Sudan,2016,MENA,Lower-middle,357.8,43.0,85.9,96.1,11.9
South Sudan,2017,MENA,Lower-middle,366.4,46.1,83.6,99.6,12.34
South Sudan,2018,MENA,Lower-middle,328.2,48.3,86.6,100.9,11.63
South Sudan,2019,MENA,Lower-middle,287.3,51.2,86.1,87.0,12.45
South Sudan,2020,MENA,Lower-middle,311.4,49.2,87.3,85.1,12.08
South Sudan,2021,MENA,Lower-middle,296.6,50.8,86.5,88.1,12.84
South Sudan,2022,MENA,Lower-middle,249.6,47.4,96.5,78.3,12.22
South Sudan,2023,MENA,Lower-middle,258.9,51.4,90.8,86.5,11.29
Indonesia,2000,Latin America,Lower-middle,322.6,34.5,57.8,18.9,10.41
Indonesia,2001,Latin America,Lower-middle,316.1,42.0,58.7,22.5,11.51
Indonesia,2002,Latin America,Lower-middle,291.6,43.0,52.8,21.3,10.96
Indonesia,2003,Latin America,Lower-middle,297.8,43.0,59.5,12.5,10.66
Indonesia,2004,Latin America,Lower-middle,293.4,40.8,58.5,20.0,10.49
Indonesia,2005,Latin America,Lower-middle,264.6,37.3,55.8,20.1,11.36
Indonesia,2006,Latin America,Lower-middle,284.8,43.7,60.5,21.7,10.73
Indonesia,2007,Latin America,Lower-middle,277.3,48.9,60.1,24.8,11.22
Indonesia,2008,Latin America,Lower-middle,255.4,49.5,68.8,19.6,11.86
Indonesia,2009,Latin America,Lower-middle,254.7,44.9,64.3,20.5,11.45
Indonesia,2010,Latin America,Lower-middle,266.7,47.6,62.2,23.9,12.25
Indonesia,2011,Latin America,Lower-middle,240.2,55.6,65.1,18.8,11.76
Indonesia,2012,Latin America,Lower-middle,252.5,52.1,67.8,13.0,11.05
Indonesia,2013,Latin America,Lower-middle,256.1,50.5,68.0,19.4,12.79
Indonesia,2014,Latin America,Lower-middle,234.2,51.8,67.7,17.3,11.61
Indonesia,2015,Latin America,Lower-middle,225.8,53.7,75.2,16.8,11.19
Indonesia,2016,Latin America,Lower-middle,261.8,57.6,77.7,11.1,12.13
Indonesia,2017,Latin America,Lower-middle,223.7,57.2,73.4,5.7,11.47
Indonesia,2018,Latin America,Lower-middle,230.9,61.6,73.3,23.3,11.9
Indonesia,2019,Latin America,Lower-middle,187.7,54.1,72.1,19.7,12.07
Indonesia,2020,Latin America,Lower-middle,229.9,59.6,79.0,18.3,13.19
Indonesia,2021,Latin America,Lower-middle,174.1,63.4,77.3,21.6,11.95
Indonesia,2022,Latin America,Lower-middle,184.6,60.4,76.1,16.8,13.53
Indonesia,2023,Latin America,Lower-middle,164.3,63.7,75.6,25.5,13.24
Philippines,2000,Sub-Saharan Africa,Upper-middle,765.9,75.4,19.9,17.0,10.54
Philippines,2001,Sub-Saharan Africa,Upper-middle,674.7,73.2,19.3,20.8,10.4
Philippines,2002,Sub-Saharan Africa,Upper-middle,680.5,79.2,21.8,19.3,10.03
Philippines,2003,Sub-Saharan Africa,Upper-middle,667.4,78.2,23.8,7.7,11.49
Philippines,2004,Sub-Saharan Africa,Upper-middle,627.6,79.8,24.9,20.8,12.07
Philippines,2005,Sub-Saharan Africa,Upper-middle,598.1,77.8,26.5,10.0,11.45
Philippines,2006,Sub-Saharan Africa,Upper-middle,660.3,82.2,27.7,22.2,10.57
Philippines,2007,Sub-Saharan Africa,Upper-middle,618.5,79.2,30.8,5.9,11.22
Philippines,2008,Sub-Saharan Africa,Upper-middle,614.2,79.5,27.3,15.0,11.8
Philippines,2009,Sub-Saharan Africa,Upper-middle,551.4,80.6,33.6,13.3,11.02
Philippines,2010,Sub-Saharan Africa,Upper-middle,600.3,82.6,34.4,11.1,11.41
Philippines,2011,Sub-Saharan Africa,Upper-middle,594.1,84.2,34.7,13.9,12.57
Philippines,2012,Sub-Saharan Africa,Upper-middle,602.4,81.8,35.1,9.9,11.76
Philippines,2013,Sub-Saharan Africa,Upper-middle,534.8,83.5,37.8,14.8,11.61
Philippines,2014,Sub-Saharan Africa,Upper-middle,502.8,87.9,36.9,13.0,10.43
Philippines,2015,Sub-Saharan Africa,Upper-middle,505.1,84.1,36.2,6.3,11.22
Philippines,2016,Sub-Saharan Africa,Upper-middle,534.6,88.3,36.7,15.6,11.83
Philippines,2017,Sub-Saharan Africa,Upper-middle,551.6,89.3,40.1,17.8,12.9
Philippines,2018,Sub-Saharan Africa,Upper-middle,436.1,89.8,43.9,16.8,12.73
Philippines,2019,Sub-Saharan Africa,Upper-middle,399.7,96.5,38.8,13.5,12.2
Philippines,2020,Sub-Saharan Africa,Upper-middle,403.2,88.5,37.0,12.9,11.6
Philippines,2021,Sub-Saharan Africa,Upper-middle,380.2,93.0,35.4,16.0,11.25
Philippines,2022,Sub-Saharan Africa,Upper-middle,403.9,94.5,46.0,11.6,13.55
Philippines,2023,Sub-Saharan Africa,Upper-middle,400.4,98.5,43.3,12.2,13.4
Brazil,2000,MENA,Lower-middle,762.7,83.5,59.0,15.1,6.01
Brazil,2001,MENA,Lower-middle,663.7,88.6,68.6,2.2,5.14
Brazil,2002,MENA,Lower-middle,684.2,86.9,65.4,9.4,6.53
Brazil,2003,MENA,Lower-middle,680.4,86.2,68.6,15.9,5.8
Brazil,2004,MENA,Lower-middle,662.6,87.2,67.8,10.1,6.03
Brazil,2005,MENA,Lower-middle,619.7,91.2,75.1,14.5,5.77
Brazil,2006,MENA,Lower-middle,594.5,95.7,68.5,16.9,6.36
Brazil,2007,MENA,Lower-middle,618.8,91.0,67.6,14.2,6.44
Brazil,2008,MENA,Lower-middle,573.6,92.2,74.3,15.3,6.21
Brazil,2009,MENA,Lower-middle,539.9,91.9,75.9,16.4,5.99
Brazil,2010,MENA,Lower-middle,664.3,88.7,74.6,11.6,6.29
Brazil,2011,MENA,Lower-middle,525.7,96.6,78.5,12.0,6.64
Brazil,2012,MENA,Lower-middle,540.9,91.3,76.3,12.4,6.64
Brazil,2013,MENA,Lower-middle,543.6,98.7,77.8,11.6,6.93
Brazil,2014,MENA,Lower-middle,524.8,94.2,77.8,15.4,7.43
Brazil,2015,MENA,Lower-middle,556.4,99.0,78.1,11.1,7.6
Brazil,2016,MENA,Lower-middle,521.9,99.0,84.7,4.6,6.56
Brazil,2017,MENA,Lower-middle,445.8,99.0,86.1,10.0,6.56
Brazil,2018,MENA,Lower-middle,470.3,99.0,82.6,12.2,6.7
Brazil,2019,MENA,Lower-middle,399.8,98.2,81.3,11.6,7.24
Brazil,2020,MENA,Lower-middle,446.2,99.0,90.8,7.2,7.46
Brazil,2021,MENA,Lower-middle,370.9,99.0,84.5,6.5,7.04
Brazil,2022,MENA,Lower-middle,358.6,99.0,90.0,8.9,6.66
Brazil,2023,MENA,Lower-middle,471.9,99.0,98.4,5.6,8.0
Mexico,2000,South Asia,Upper-middle,733.1,60.9,89.4,98.3,6.08
Mexico,2001,South Asia,Upper-middle,655.5,59.1,91.5,93.9,5.33
Mexico,2002,South Asia,Upper-middle,696.5,62.8,91.6,105.7,5.92
Mexico,2003,South Asia,Upper-middle,734.0,58.8,94.5,100.1,5.88
Mexico,2004,South Asia,Upper-middle,706.7,54.8,99.0,101.2,5.97
Mexico,2005,South Asia,Upper-middle,637.6,59.7,98.8,100.6,6.06
Mexico,2006,South Asia,Upper-middle,683.8,60.5,94.7,103.3,6.53
Mexico,2007,South Asia,Upper-middle,680.1,61.5,96.2,91.1,5.91
Mexico,2008,South Asia,Upper-middle,640.6,62.7,96.6,92.3,5.76
Mexico,2009,South Asia,Upper-middle,535.0,66.2,95.9,94.1,5.79
Mexico,2010,South Asia,Upper-middle,504.7,65.8,99.0,91.4,6.67
Mexico,2011,South Asia,Upper-middle,533.5,69.7,99.0,81.6,6.58
Mexico,2012,South Asia,Upper-middle,547.8,69.1,99.0,85.9,7.07
Mexico,2013,South Asia,Upper-middle,503.0,71.5,99.0,93.1,5.77
Mexico,2014,South Asia,Upper-middle,522.7,64.2,99.0,84.3,6.73
Mexico,2015,South Asia,Upper-middle,526.0,72.5,99.0,82.5,8.48
Mexico,2016,South Asia,Upper-middle,512.0,77.4,99.0,87.7,7.01
Mexico,2017,South Asia,Upper-middle,415.5,74.0,99.0,82.5,7.69
Mexico,2018,South Asia,Upper-middle,418.0,76.7,99.0,85.0,7.17
Mexico,2019,South Asia,Upper-middle,440.9,74.6,99.0,73.6,7.11
Mexico,2020,South Asia,Upper-middle,399.0,74.0,99.0,74.9,7.95
Mexico,2021,South Asia,Upper-middle,422.7,71.9,99.0,70.9,7.42
Mexico,2022,South Asia,Upper-middle,460.3,73.6,99.0,72.7,7.97
Mexico,2023,South Asia,Upper-middle,432.1,78.7,99.0,74.0,8.38
South Africa,2000,MENA,Low,441.4,48.2,37.8,55.9,11.12
South Africa,2001,MENA,Low,432.6,46.5,43.0,55.9,13.11
South Africa,2002,MENA,Low,432.1,53.9,49.6,55.7,12.11
South Africa,2003,MENA,Low,384.5,50.3,42.9,50.5,12.99
South Africa,2004,MENA,Low,401.6,48.9,50.3,56.6,12.65
South Africa,2005,MENA,Low,347.2,58.3,45.6,55.0,13.49
South Africa,2006,MENA,Low,428.8,50.3,44.0,57.6,12.39
South Africa,2007,MENA,Low,362.9,56.0,48.9,53.2,12.44
South Africa,2008,MENA,Low,380.9,52.3,54.8,52.5,12.81
South Africa,2009,MENA,Low,332.6,61.0,51.6,51.9,12.42
South Africa,2010,MENA,Low,353.9,57.6,44.2,50.5,13.65
South Africa,2011,MENA,Low,351.5,54.8,55.7,52.1,13.01
South Africa,2012,MENA,Low,329.7,57.8,54.1,49.6,12.13
South Africa,2013,MENA,Low,314.8,64.2,60.9,38.0,12.36
South Africa,2014,MENA,Low,308.5,62.9,51.6,44.4,12.77
South Africa,2015,MENA,Low,334.6,56.1,58.4,42.0,13.83
South Africa,2016,MENA,Low,310.4,60.2,61.8,41.3,13.68
South Africa,2017,MENA,Low,283.8,66.0,61.6,58.9,13.25
South Africa,2018,MENA,Low,288.8,62.3,61.4,28.3,13.59
South Africa,2019,MENA,Low,301.1,65.8,58.5,37.1,12.23
South Africa,2020,MENA,Low,284.8,62.4,63.5,39.6,14.28
South Africa,2021,MENA,Low,256.9,68.7,66.3,46.5,13.5
South Africa,2022,MENA,Low,287.1,61.2,68.3,34.7,13.46
South Africa,2023,MENA,Low,250.5,69.7,68.6,31.3,14.52
Ghana,2000,East Asia,Lower-middle,348.3,84.7,90.1,17.9,5.37
Ghana,2001,East Asia,Lower-middle,300.7,91.4,90.2,14.7,4.79
Ghana,2002,East Asia,Lower-middle,356.9,91.0,90.7,4.3,6.6
Ghana,2003,East Asia,Lower-middle,314.9,94.1,95.9,12.8,6.37
Ghana,2004,East Asia,Lower-middle,280.8,96.3,98.3,13.0,6.53
Ghana,2005,East Asia,Lower-middle,340.9,94.8,93.7,11.2,5.8
Ghana,2006,East Asia,Lower-middle,288.8,93.7,99.0,11.5,6.27
Ghana,2007,East Asia,Lower-middle,296.7,99.0,95.3,17.2,6.63
Ghana,2008,East Asia,Lower-middle,314.9,96.6,96.1,9.7,7.44
Ghana,2009,East Asia,Lower-middle,306.3,98.9,99.0,14.3,6.77
Ghana,2010,East Asia,Lower-middle,276.1,99.0,99.0,12.5,7.04
Ghana,2011,East Asia,Lower-middle,281.5,99.0,99.0,9.9,7.43
Ghana,2012,East Asia,Lower-middle,258.0,99.0,99.0,16.0,7.12
Ghana,2013,East Asia,Lower-middle,274.2,99.0,99.0,12.6,6.92
Ghana,2014,East Asia,Lower-middle,242.4,99.0,99.0,29.3,6.66
Ghana,2015,East Asia,Lower-middle,263.2,99.0,99.0,22.3,6.39
Ghana,2016,East Asia,Lower-middle,212.7,99.0,99.0,15.6,7.2
Ghana,2017,East Asia,Lower-middle,229.5,99.0,99.0,9.3,7.06
Ghana,2018,East Asia,Lower-middle,234.3,99.0,99.0,20.1,6.96
Ghana,2019,East Asia,Lower-middle,213.3,99.0,99.0,18.2,7.07
Ghana,2020,East Asia,Lower-middle,202.1,99.0,99.0,13.7,6.53
Ghana,2021,East Asia,Lower-middle,233.3,99.0,99.0,18.9,6.88
Ghana,2022,East Asia,Lower-middle,206.8,99.0,99.0,6.5,6.96
Ghana,2023,East Asia,Lower-middle,161.0,99.0,99.0,5.4,8.62
Cameroon,2000,MENA,Lower-middle,851.3,92.3,62.0,79.5,3.66
Cameroon,2001,MENA,Lower-middle,882.3,89.9,68.8,78.6,4.03
Cameroon,2002,MENA,Lower-middle,806.2,90.3,62.4,65.3,3.28
Cameroon,2003,MENA,Lower-middle,859.0,95.3,76.2,81.3,3.77
Cameroon,2004,MENA,Lower-middle,824.7,86.7,69.6,80.1,3.94
Cameroon,2005,MENA,Lower-middle,743.2,94.0,72.7,74.4,3.56
Cameroon,2006,MENA,Lower-middle,812.4,95.1,70.3,73.9,3.57
Cameroon,2007,MENA,Lower-middle,699.6,92.2,68.6,75.5,3.93
Cameroon,2008,MENA,Lower-middle,732.4,99.0,74.6,62.5,3.62
Cameroon,2009,MENA,Lower-middle,803.2,93.6,76.3,72.3,4.22
Cameroon,2010,MENA,Lower-middle,822.1,93.0,73.4,61.8,3.86
Cameroon,2011,MENA,Lower-middle,744.9,94.3,81.0,66.7,3.55
Cameroon,2012,MENA,Lower-middle,601.1,93.6,76.8,64.7,4.86
Cameroon,2013,MENA,Lower-middle,696.8,96.6,81.1,72.8,5.21
Cameroon,2014,MENA,Lower-middle,630.1,99.0,85.1,56.0,4.1
Cameroon,2015,MENA,Lower-middle,725.1,99.0,73.2,61.9,5.01
Cameroon,2016,MENA,Lower-middle,609.6,99.0,85.9,59.7,4.27
Cameroon,2017,MENA,Lower-middle,598.8,99.0,84.4,61.0,4.25
Cameroon,2018,MENA,Lower-middle,607.9,99.0,81.3,57.5,4.75
Cameroon,2019,MENA,Lower-middle,533.6,99.0,86.2,59.3,4.59
Cameroon,2020,MENA,Lower-middle,451.5,99.0,89.2,58.8,5.1
Cameroon,2021,MENA,Lower-middle,528.5,99.0,91.5,58.7,5.49
Cameroon,2022,MENA,Lower-middle,512.8,99.0,90.2,51.2,4.87
Cameroon,2023,MENA,Lower-middle,495.7,99.0,90.4,47.5,5.46
Zambia,2000,Sub-Saharan Africa,Lower-middle,869.9,71.3,59.5,119.5,8.42
Zambia,2001,Sub-Saharan Africa,Lower-middle,833.8,69.0,58.5,114.8,7.99
Zambia,2002,Sub-Saharan Africa,Lower-middle,804.3,69.7,61.0,113.0,8.82
Zambia,2003,Sub-Saharan Africa,Lower-middle,829.2,74.0,60.9,106.7,8.42
Zambia,2004,Sub-Saharan Africa,Lower-middle,770.8,71.2,61.7,104.7,8.8
Zambia,2005,Sub-Saharan Africa,Lower-middle,782.8,74.9,63.4,107.5,8.65
Zambia,2006,Sub-Saharan Africa,Lower-middle,756.8,71.5,67.9,99.2,9.02
Zambia,2007,Sub-Saharan Africa,Lower-middle,754.3,75.4,75.3,108.3,8.78
Zambia,2008,Sub-Saharan Africa,Lower-middle,720.4,70.4,68.1,100.9,9.83
Zambia,2009,Sub-Saharan Africa,Lower-middle,684.1,76.3,67.5,112.2,9.3
Zambia,2010,Sub-Saharan Africa,Lower-middle,769.6,79.9,71.9,103.8,9.74
Zambia,2011,Sub-Saharan Africa,Lower-middle,591.3,77.5,74.1,100.2,8.93
Zambia,2012,Sub-Saharan Africa,Lower-middle,655.1,84.3,76.4,98.6,10.2
Zambia,2013,Sub-Saharan Africa,Lower-middle,624.8,75.0,71.0,105.2,9.67
Zambia,2014,Sub-Saharan Africa,Lower-middle,613.3,80.1,80.6,104.0,11.0
Zambia,2015,Sub-Saharan Africa,Lower-middle,600.1,82.7,71.4,101.7,9.4
Zambia,2016,Sub-Saharan Africa,Lower-middle,599.4,79.4,75.2,88.6,9.76
Zambia,2017,Sub-Saharan Africa,Lower-middle,550.1,81.9,80.6,85.7,10.26
Zambia,2018,Sub-Saharan Africa,Lower-middle,608.8,82.9,77.0,88.6,10.83
Zambia,2019,Sub-Saharan Africa,Lower-middle,548.0,83.7,81.7,82.7,10.67
Zambia,2020,Sub-Saharan Africa,Lower-middle,540.4,85.3,78.8,82.2,10.68
Zambia,2021,Sub-Saharan Africa,Lower-middle,558.8,85.1,83.8,74.7,10.21
Zambia,2022,Sub-Saharan Africa,Lower-middle,487.9,85.2,80.7,80.3,10.74
Zambia,2023,Sub-Saharan Africa,Lower-middle,464.4,82.1,78.3,79.0,10.91
Zimbabwe,2000,Southeast Asia,Lower-middle,30.4,80.6,60.9,75.3,11.7
Zimbabwe,2001,Southeast Asia,Lower-middle,30.7,81.8,73.4,74.4,12.27
Zimbabwe,2002,Southeast Asia,Lower-middle,29.3,82.0,62.6,81.6,11.21
Zimbabwe,2003,Southeast Asia,Lower-middle,29.7,77.5,66.0,80.5,11.02
Zimbabwe,2004,Southeast Asia,Lower-middle,27.9,86.7,63.3,83.3,11.3
Zimbabwe,2005,Southeast Asia,Lower-middle,29.1,85.8,71.5,79.5,12.09
Zimbabwe,2006,Southeast Asia,Lower-middle,27.5,88.5,64.9,83.0,11.74
Zimbabwe,2007,Southeast Asia,Lower-middle,26.7,85.8,68.9,77.5,12.04
Zimbabwe,2008,Southeast Asia,Lower-middle,28.6,89.3,71.8,74.7,11.57
Zimbabwe,2009,Southeast Asia,Lower-middle,27.0,89.9,74.7,72.9,11.99
Zimbabwe,2010,Southeast Asia,Lower-middle,22.4,86.9,74.4,72.4,12.51
Zimbabwe,2011,Southeast Asia,Lower-middle,24.0,90.0,69.0,74.1,10.78
Zimbabwe,2012,Southeast Asia,Lower-middle,23.4,85.0,77.2,76.4,12.6
Zimbabwe,2013,Southeast Asia,Lower-middle,25.5,87.9,79.9,76.1,12.33
Zimbabwe,2014,Southeast Asia,Lower-middle,24.3,88.3,73.3,67.2,12.27
Zimbabwe,2015,Southeast Asia,Lower-middle,20.3,96.1,76.0,70.9,12.34
Zimbabwe,2016,Southeast Asia,Lower-middle,18.5,94.2,72.2,67.7,12.03
Zimbabwe,2017,Southeast Asia,Lower-middle,23.8,96.9,79.3,73.2,12.37
Zimbabwe,2018,Southeast Asia,Lower-middle,20.9,95.7,80.9,72.1,13.25
Zimbabwe,2019,Southeast Asia,Lower-middle,19.9,91.0,78.3,64.1,13.02
Zimbabwe,2020,Southeast Asia,Lower-middle,17.1,99.0,86.8,66.6,13.09
Zimbabwe,2021,Southeast Asia,Lower-middle,17.9,94.8,83.6,63.7,12.52
Zimbabwe,2022,Southeast Asia,Lower-middle,18.2,98.1,78.7,57.0,13.03
Zimbabwe,2023,Southeast Asia,Lower-middle,20.0,99.0,81.5,62.6,12.55
Nepal,2000,Southeast Asia,Upper-middle,701.9,91.5,74.3,2.0,10.68
Nepal,2001,Southeast Asia,Upper-middle,728.8,92.8,78.6,11.6,11.57
Nepal,2002,Southeast Asia,Upper-middle,627.1,88.9,81.6,15.7,10.83
Nepal,2003,Southeast Asia,Upper-middle,681.8,83.5,80.2,15.5,10.68
Nepal,2004,Southeast Asia,Upper-middle,668.5,93.2,82.2,13.9,10.77
Nepal,2005,Southeast Asia,Upper-middle,644.8,94.5,84.8,10.0,11.45
Nepal,2006,Southeast Asia,Upper-middle,664.0,87.4,88.9,11.0,11.64
Nepal,2007,Southeast Asia,Upper-middle,667.3,90.3,84.3,11.1,11.12
Nepal,2008,Southeast Asia,Upper-middle,672.6,92.7,85.9,13.4,11.0
Nepal,2009,Southeast Asia,Upper-middle,581.4,97.1,87.7,11.7,11.42
Nepal,2010,Southeast Asia,Upper-middle,526.8,98.0,95.0,12.1,11.89
Nepal,2011,Southeast Asia,Upper-middle,592.4,94.1,95.9,12.8,12.68
Nepal,2012,Southeast Asia,Upper-middle,526.8,99.0,94.2,14.4,12.07
Nepal,2013,Southeast Asia,Upper-middle,530.1,99.0,93.4,2.0,11.48
Nepal,2014,Southeast Asia,Upper-middle,518.2,99.0,93.9,17.4,11.15
Nepal,2015,Southeast Asia,Upper-middle,516.0,95.9,97.5,10.6,12.42
Nepal,2016,Southeast Asia,Upper-middle,465.4,99.0,99.0,13.8,12.23
Nepal,2017,Southeast Asia,Upper-middle,503.5,99.0,99.0,19.0,12.92
Nepal,2018,Southeast Asia,Upper-middle,442.0,99.0,94.6,13.4,12.7
Nepal,2019,Southeast Asia,Upper-middle,386.6,99.0,98.7,8.9,11.95
Nepal,2020,Southeast Asia,Upper-middle,454.1,99.0,99.0,6.4,13.17
Nepal,2021,Southeast Asia,Upper-middle,485.8,99.0,99.0,12.5,12.55
Nepal,2022,Southeast Asia,Upper-middle,406.8,99.0,97.1,16.4,12.86
Nepal,2023,Southeast Asia,Upper-middle,382.8,99.0,99.0,2.0,13.65
Myanmar,2000,Southeast Asia,High,741.3,64.4,39.6,81.2,4.17
Myanmar,2001,Southeast Asia,High,763.1,66.7,41.3,80.4,3.95
Myanmar,2002,Southeast Asia,High,803.9,63.4,45.0,86.9,4.46
Myanmar,2003,Southeast Asia,High,810.4,69.5,50.5,79.9,4.29
Myanmar,2004,Southeast Asia,High,746.2,68.1,51.1,83.8,4.18
Myanmar,2005,Southeast Asia,High,641.7,69.5,46.9,82.5,5.39
Myanmar,2006,Southeast Asia,High,737.1,68.9,44.4,73.6,4.5
Myanmar,2007,Southeast Asia,High,664.8,72.4,46.9,80.1,5.14
Myanmar,2008,Southeast Asia,High,669.5,68.9,51.8,88.0,5.17
Myanmar,2009,Southeast Asia,High,532.2,76.9,49.4,87.7,5.19
Myanmar,2010,Southeast Asia,High,566.7,67.9,57.2,80.8,6.33
Myanmar,2011,Southeast Asia,High,618.1,74.8,52.6,70.9,5.11
Myanmar,2012,Southeast Asia,High,610.8,73.3,49.8,73.8,4.96
Myanmar,2013,Southeast Asia,High,459.4,78.3,52.6,75.2,5.8
Myanmar,2014,Southeast Asia,High,582.6,85.0,56.5,69.3,5.91
Myanmar,2015,Southeast Asia,High,553.9,81.9,54.2,63.4,6.04
Myanmar,2016,Southeast Asia,High,494.8,81.1,60.2,65.0,5.93
Myanmar,2017,Southeast Asia,High,476.7,77.2,59.5,67.8,5.68
Myanmar,2018,Southeast Asia,High,526.9,82.2,65.9,65.8,6.51
Myanmar,2019,Southeast Asia,High,530.7,88.8,62.0,63.0,6.63
Myanmar,2020,Southeast Asia,High,494.2,86.6,65.6,53.5,6.28
Myanmar,2021,Southeast Asia,High,475.9,84.0,64.2,54.9,6.61
Myanmar,2022,Southeast Asia,High,463.0,87.8,61.0,64.3,6.15
Myanmar,2023,Southeast Asia,High,438.5,84.7,68.4,59.8,5.82
Afghanistan,2000,Latin America,Lower-middle,744.2,79.8,39.5,81.4,7.49
Afghanistan,2001,Latin America,Lower-middle,761.7,75.2,43.5,83.3,6.48
Afghanistan,2002,Latin America,Lower-middle,767.5,79.8,52.4,73.9,7.3
Afghanistan,2003,Latin America,Lower-middle,613.2,77.6,48.3,68.5,7.41
Afghanistan,2004,Latin America,Lower-middle,614.3,80.1,53.3,77.1,8.52
Afghanistan,2005,Latin America,Lower-middle,703.3,85.8,48.7,72.2,7.95
Afghanistan,2006,Latin America,Lower-middle,600.4,84.0,51.1,81.8,8.21
Afghanistan,2007,Latin America,Lower-middle,685.7,81.2,56.3,81.3,7.93
Afghanistan,2008,Latin America,Lower-middle,602.5,82.2,58.0,86.4,7.55
Afghanistan,2009,Latin America,Lower-middle,575.9,88.0,53.1,77.0,8.36
Afghanistan,2010,Latin America,Lower-middle,600.0,87.4,57.6,70.0,7.34
Afghanistan,2011,Latin America,Lower-middle,592.9,91.7,52.7,65.0,8.51
Afghanistan,2012,Latin America,Lower-middle,573.1,89.0,56.5,74.5,8.41
Afghanistan,2013,Latin America,Lower-middle,583.0,89.6,60.2,70.8,8.57
Afghanistan,2014,Latin America,Lower-middle,497.9,92.8,63.2,56.1,8.23
Afghanistan,2015,Latin America,Lower-middle,566.7,84.9,64.7,64.8,9.32
Afghanistan,2016,Latin America,Lower-middle,513.1,89.1,63.9,64.3,8.33
Afghanistan,2017,Latin America,Lower-middle,581.4,89.2,57.3,71.3,8.53
Afghanistan,2018,Latin America,Lower-middle,472.8,91.9,63.4,58.5,8.41
Afghanistan,2019,Latin America,Lower-middle,471.7,92.7,68.4,63.7,8.53
Afghanistan,2020,Latin America,Lower-middle,458.7,93.5,64.3,63.7,9.02
Afghanistan,2021,Latin America,Lower-middle,424.9,93.1,65.3,69.1,9.34
Afghanistan,2022,Latin America,Lower-middle,384.7,97.4,72.7,58.9,9.94
Afghanistan,2023,Latin America,Lower-middle,353.2,91.4,71.3,58.4,7.67
Yemen,2000,MENA,Upper-middle,588.0,32.2,54.7,69.4,10.84
Yemen,2001,MENA,Upper-middle,572.2,28.6,55.8,79.1,10.93
Yemen,2002,MENA,Upper-middle,572.7,35.9,54.1,79.8,10.23
Yemen,2003,MENA,Upper-middle,539.5,37.3,56.9,76.3,10.57
Yemen,2004,MENA,Upper-middle,514.2,40.1,57.9,72.1,10.56
Yemen,2005,MENA,Upper-middle,465.6,39.4,65.3,70.9,10.62
Yemen,2006,MENA,Upper-middle,520.0,39.3,63.3,65.5,10.72
Yemen,2007,MENA,Upper-middle,483.2,42.8,67.0,74.3,10.56
Yemen,2008,MENA,Upper-middle,419.5,44.4,67.7,66.2,11.17
Yemen,2009,MENA,Upper-middle,429.1,46.1,66.5,64.2,10.67
Yemen,2010,MENA,Upper-middle,452.7,43.9,68.7,65.2,11.17
Yemen,2011,MENA,Upper-middle,448.3,42.8,67.2,69.4,11.42
Yemen,2012,MENA,Upper-middle,438.6,48.4,64.8,62.5,10.67
Yemen,2013,MENA,Upper-middle,490.2,48.7,71.6,68.3,11.89
Yemen,2014,MENA,Upper-middle,446.2,50.2,72.1,60.8,10.94
Yemen,2015,MENA,Upper-middle,417.8,47.8,72.7,60.0,12.23
Yemen,2016,MENA,Upper-middle,419.5,54.6,76.6,61.6,11.58
Yemen,2017,MENA,Upper-middle,352.0,46.2,77.7,55.6,11.78
Yemen,2018,MENA,Upper-middle,401.8,48.9,83.3,54.3,12.26
Yemen,2019,MENA,Upper-middle,370.9,55.3,75.0,69.8,11.76
Yemen,2020,MENA,Upper-middle,366.9,56.9,77.6,61.4,11.55
Yemen,2021,MENA,Upper-middle,376.3,51.2,80.6,57.8,12.42
Yemen,2022,MENA,Upper-middle,381.4,53.0,85.0,65.1,12.2
Yemen,2023,MENA,Upper-middle,298.3,50.0,88.3,53.0,11.7
Haiti,2000,East Asia,Lower-middle,633.0,50.9,69.5,63.5,5.36
Haiti,2001,East Asia,Lower-middle,637.7,53.4,68.9,60.1,5.93
Haiti,2002,East Asia,Lower-middle,688.6,52.4,71.1,57.2,5.52
Haiti,2003,East Asia,Lower-middle,636.7,50.1,74.3,53.6,6.44
Haiti,2004,East Asia,Lower-middle,594.8,51.4,76.6,59.1,6.11
Haiti,2005,East Asia,Lower-middle,588.3,55.4,78.6,52.2,6.16
Haiti,2006,East Asia,Lower-middle,621.1,54.4,79.3,46.9,6.53
Haiti,2007,East Asia,Lower-middle,549.5,62.2,76.0,57.3,7.11
Haiti,2008,East Asia,Lower-middle,534.6,57.5,78.7,51.9,6.85
Haiti,2009,East Asia,Lower-middle,537.0,57.6,76.6,61.5,7.52
Haiti,2010,East Asia,Lower-middle,561.8,59.4,86.0,57.5,6.64
Haiti,2011,East Asia,Lower-middle,531.1,66.4,79.9,56.9,6.7
Haiti,2012,East Asia,Lower-middle,479.0,60.4,83.3,45.1,7.82
